VehicleSpeedInstantaneous,LongitudinalAcceleration,VerticalAcceleration,MassAirFlow,EngineLoad,EngineRPM,ManifoldAbsolutePressure,IntakeAirTemperature,roadSurface
-0.3120652619515151,0.10890023277169614,-0.2928170281011631,0.4133784634055976,-1.1890195033177968,0.2951576730933496,-0.3778973875990277,1.086604614679116,1
-1.0893951098038328,-0.20972117973211135,-0.508400198324768,-1.202371579656177,-0.15083520907273257,-1.2381996278615,-0.6258566491714368,-0.2980000004455227,1
-0.848154811701537,-0.15640654751267452,-0.3385502999799622,-0.46984242224374373,-0.6106025807115674,-1.0842550775103892,-0.6258566491714368,-0.667227897812093,2
0.35804667523601214,-1.595838298396827,0.15250347054144725,0.2501291527337242,1.6140779466201733,0.07076392173410331,0.3659803971181998,0.9019906659958309,1
0.5456779950136276,0.36179648109049717,-0.23463735944522246,0.4981427007266357,-1.1445258855400604,0.27950229509154173,-0.278713682970064,0.16353487126269023,2
0.03639296802089122,0.19995301321296705,-0.4479628111836714,0.9826583597488495,1.4361036199043447,0.3177709968737388,0.3163885448037179,-0.20569302610388013,2
-0.7409369187277016,-0.6010961699320385,-0.13552930696863502,-0.714716387937613,1.18397325164579,-0.7180931809125493,-0.6258566491714368,-0.7595348721537356,2
-1.0357861598025504,0.5261093915530132,-0.30769481401616483,0.053392825038881056,1.925533379266118,-0.14580214062423902,-0.5266729445424732,1.548139486387329,1
2.1271420077362926,0.4230259933900166,-0.20433183054832205,1.91924915513486,1.5992469690866424,1.905922120834916,2.101695228125064,2.9327441015119677,0
-0.49969663831636085,-0.40170451095459625,-0.5206729244492052,-1.1908604424016602,-0.07667916753000717,-1.2468970600847267,-0.6258566491714368,-0.3903069747871653,1
0.03639296802089122,1.322662922812532,-0.43351920190043053,-0.9323822514141377,-0.6995897438803841,-0.7076562622446774,-0.6258566491714368,1.2712185633624011,1
-0.4728921724441334,0.2960713169054909,-0.08661207312359037,-0.34531240158824666,0.6945433478132599,-0.12144933039920454,-0.5266729445424732,0.9942976403374735,1
0.35804667523601214,-0.38961057419222994,-0.4831600634650764,0.794293786048131,1.806883827996167,0.042932138619778196,0.5643478063761271,-0.021079077420594953,2
-0.09762941941661424,-0.7590138572898477,-0.061806114895659466,-1.202371579656177,-0.31397848639784837,-1.2425483439731133,-0.576264796856955,0.44045579428761794,2
0.03639296802089122,-0.10454825322797297,-0.48602562923469733,0.3757056677537737,-1.396656362151682,-0.014470914053517362,-0.278713682970064,0.07122789692104763,2
0.7333093144934157,-0.27994199580260465,-0.32731959777175074,0.8780113301752601,-0.37330326184372614,0.6282693272429284,-0.08034627371213669,0.07122789692104763,2
1.5910524579862704,0.11896796023356129,-0.08339916604856082,1.3897352409554238,1.5102596614470696,1.1570732064151057,1.6553685572947274,2.2865952811204697,0
1.671466026555954,0.34489029723944065,-0.4497284628194985,1.029749602588707,1.1988042291793208,1.3031900677653125,1.159450034149909,2.3789022554621124,0
-0.2852607957814601,-0.9031279937879928,-0.14907561787957044,-0.958544008807535,-0.729252203838701,-1.2669011541981479,-0.4274892399135095,0.44045579428761794,2
-1.1161995865765477,0.5522601553376062,-0.30054537214650445,-1.037029280987727,-0.017354392084129387,-1.1634017107417511,-0.6258566491714368,-0.8518418464953782,2
-0.526501104486416,0.5677733202945682,-0.3311692972400294,-0.6592534902043676,0.44241297955470543,-0.3745446080950986,-0.576264796856955,0.9019906659958309,1
-0.553305570656471,-0.18515339196353478,-0.2391238513067502,-0.9554046258610842,-0.06184804590391589,-0.936398729715537,-0.6258566491714368,-0.667227897812093,2
-0.6605234919239215,-0.9732221717772048,0.03735982779849609,0.5473267324197721,1.9551956228964966,-0.04665141327945578,-0.2291218306555822,-0.667227897812093,1
-0.9553727329987701,1.4506940229879492,-0.3913172332932855,-1.197139258211195,-0.3881344557051956,-1.2468970600847267,-0.576264796856955,1.4558325120456863,0
0.4116556075761222,0.16823017385199573,-0.17567617285211248,0.06699685097994289,1.4509348860011917,0.17165413552353187,0.16761298786027246,0.2558418456043328,2
1.5999248877570869,-0.07206558537931378,-0.03500294416162911,0.36105494861880294,-1.396656362151682,0.639575989133123,-0.17952997834110035,-0.3903069747871653,0
-1.1161995865765477,-0.739321635650602,-0.07323943286535924,-1.0893527957745217,-0.10634155525294606,-1.2068888718578843,-0.6258566491714368,-0.3903069747871653,2
-0.1571729976904997,-0.3812524608276627,-0.20331875174088027,-0.306593012157192,-0.536446539168842,0.5595596126794382,0.16761298786027246,-0.3903069747871653,1
-0.14375994304225537,-0.1710332459006673,-0.08247292256747123,0.9826583597488495,-0.32880968025931784,1.6171673710237928,1.2586337387788726,-1.0364557951786635,0
-0.17804287451400966,-0.9652439726564815,-0.0331504571994499,-0.19985309431564555,1.0801546779093694,-0.2440831247466996,-0.576264796856955,-0.667227897812093,1
-0.6802783787277985,-0.5321417346743584,-0.06551108882001788,-0.9261034356046031,-0.3584720679822567,-0.6980890867991281,-0.7250403538004004,-0.5749209234704504,0
-0.8213503455612646,0.6255202853588514,-0.2004531859712593,-0.022999558873354035,-1.396656362151682,0.3064643349835442,-0.5266729445424732,0.9019906659958309,1
0.5671268393182144,-0.0745350279642995,-0.15935113149790822,0.7220872801794288,-0.15083520907273257,0.5439042346776304,0.46516410174716344,-1.0364557951786635,0
1.8590972328612814,0.06647647554245306,-0.5110342032241165,1.1281176670214506,1.3471163122647716,1.5241048462352682,0.9114907725774999,2.009674358095542,0
0.03639296802089122,1.6412210162756986,-0.5352612592763665,-1.226440398551043,-0.32880968025931784,-1.2555944923079532,-0.576264796856955,1.548139486387329,0
